smiles,sa_score,sc_score
O=C(O)c1c(F)cc(cc1F)/N=C(\C#N)/NC(=O)c1c(F)c(c(C(=O)O)c(c1)F)F,3.2282475478306942,3.221998693171832
OC(=O)c1c(c(c(cc1F)/C(=N/c1ccc(C(=O)O)cc1F)/C(C#N)C#N)F)F,3.231806579862884,3.61462756092716
OC(=O)c1cc(c(c(c1F)F)N1CCCN(c2cc(c(C(=O)O)cc2F)F)CC1)F,2.540838135302291,3.505445493386562
O=C(O)c1c(c(c(cc1F)c1ncc(c2cc(c(C(=O)O)cc2)F)c(n1)N)F)F,2.6717820812845385,4.140382357060339
O=C(O)c1c(cc(c(c1)F)N1CC=C(c2ccc(C(=O)O)c(c2)F)CC1=O)F,2.78740086450072,3.6774898783618815
OC(=O)c1ccc(c(c1Cl)Cl)C1=CCC(=NC1=O)c1c(Cl)cc(C(=O)O)cc1,2.869477585148493,3.2911850195093333
O=C(O)c1c(cc(c(c1)F)C1=NC=C(c2c(F)cc(C(=O)O)cc2)N(N)N1)F,3.147264224824606,4.135274287135815
O=C(O)c1c(F)c(F)c(c(F)c1F)c1cc(c(c2ccc(C(=O)O)cc2F)nn1)C,2.796354417353575,4.158465434018432
O=C(O)c1cc(c(c(c1Cl)Cl)N/C(=N\C(=O)c1c(cc(C(=O)O)c(c1Cl)Cl)Cl)/NC)Cl,3.1502814813801754,3.428687837708273
OC(=O)c1cc(c(c(c1)F)n1c(=O)cc(c2c(cc(C(=O)O)c(c2)F)F)cc1)F,2.6263560457815807,3.4598541211921554
OC(=O)c1cc(c(c(c1)F)N1CCC(=CC1=O)c1ccc(C(=O)O)cc1)F,2.5047016375136977,3.772372698689305
OC(=O)c1cc(c(cc1Cl)[C]1[N]N=C(c2c(Cl)cc(C(=O)O)cc2)OCC1)Cl,3.097609342864461,3.514078688753352
OC(=O)c1c(F)cc(c(c1F)F)c1cnc(c2c(cc(C(=O)O)c(c2)F)F)c(n1)N,2.8309403788920378,4.170799864294293
O=C(O)c1c(cc(c(c1)F)C1=NC(=O)C(=NC1)c1c(F)cc(C(=O)O)cc1)F,2.7952403381849305,3.7072535293518487
Cc1cc(c(C)c(c1c1cc(=O)n(c2cc(c(c(c2)C)C(=O)O)C)cc1)C)C(=O)O,2.654933263507422,3.7438042069987767
O=C(O)c1c(F)cc(cc1F)N1CCNN(c2cc(c(C(=O)O)cc2F)F)CC1,2.875135028629307,3.798815401256801
O=C(O)c1cc(c(c(c1)F)N1C(=O)CN(c2cc(c(C(=O)O)cc2F)F)C=C1)F,3.0756104836514027,3.477548097987212
OC(=O)c1c(cc(cc1F)C1(CC1)CC(=O)Nc1ccc(C(=O)O)c(c1F)F)F,2.709463123319427,3.959542680343272
O=C(O)c1c(cc(cc1)NNC(=O)NC(=N)c1ccc(C(=O)O)cc1)F,2.5678037039815376,3.635677536547602
