uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.32470665462046
1,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.32470668299945
2,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.324706731518965
3,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.324706836277755
4,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.332102861543945
5,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.332102878934855
6,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.332102896207914
7,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.332103040176804
8,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.34589746453795
9,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.345897553087354
10,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.35307896479371
11,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.35307954884915
12,Clc1cc(-c2nnc(-c3cc(Cl)nc(Cl)c3Cl)nn2)c(Cl)c(Cl)n1,Clc1ccc(Cl)c(Cl)n1.Clc1ccc(Cl)c(Cl)n1,c1nncnn1,3,12,46.301692440804054
13,Clc1cc(-c2nnc(-c3cc(Cl)nc(Cl)c3Cl)nn2)c(Cl)c(Cl)n1,Clc1ccc(Cl)c(Cl)n1.Clc1ccc(Cl)c(Cl)n1,c1nncnn1,3,12,46.301692449881344
14,Clc1cc(-c2nnc(-c3cc(Cl)nc(Cl)c3Cl)nn2)c(Cl)c(Cl)n1,Clc1ccc(Cl)c(Cl)n1.Clc1ccc(Cl)c(Cl)n1,c1nncnn1,3,12,46.33636868321731
15,Clc1cc(-c2nnc(-c3cc(Cl)nc(Cl)c3Cl)nn2)c(Cl)c(Cl)n1,Clc1ccc(Cl)c(Cl)n1.Clc1ccc(Cl)c(Cl)n1,c1nncnn1,3,12,46.336368735512615
16,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)c1,O=C([O-])c1cccc(C(=O)[O-])c1.O=C([O-])c1cccc(C(=O)[O-])c1,c1ccccc1,10,22,56.75779461437619
17,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)c1,O=C([O-])c1cccc(C(=O)[O-])c1.O=C([O-])c1cccc(C(=O)[O-])c1,c1ccccc1,10,22,56.7599006667772
18,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)c1,O=C([O-])c1cccc(C(=O)[O-])c1.O=C([O-])c1cccc(C(=O)[O-])c1,c1ccccc1,10,22,56.759900708884814
19,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)c1,O=C([O-])c1cccc(C(=O)[O-])c1.O=C([O-])c1cccc(C(=O)[O-])c1,c1ccccc1,10,22,56.759901309330964
20,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)c1,O=C([O-])c1cccc(C(=O)[O-])c1.O=C([O-])c1cccc(C(=O)[O-])c1,c1ccccc1,10,22,56.75990243458517
