uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,46.47510331957853
1,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,46.54303001957753
2,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.204027337848345
3,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.20402740550102
4,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.204220533386405
5,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.240978246466014
6,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.24097825627837
7,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.24097826915569
8,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.24097845270135
9,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.24304882966858
10,NC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1N,Nc1cccc(C(=O)[O-])c1.O=C([O-])c1ccccc1,C=CN,9,16,48.24304892388301
11,Fc1cc(-c2nnc(-c3c(F)cnc(F)c3F)nn2)c(F)c(F)n1,Fc1ccc(F)c(F)n1.Fc1cnc(F)c(F)c1,c1nncnn1,3,17,40.67537965078477
12,Fc1cc(-c2nnc(-c3c(F)cnc(F)c3F)nn2)c(F)c(F)n1,Fc1ccc(F)c(F)n1.Fc1cnc(F)c(F)c1,c1nncnn1,3,17,40.67537966615426
13,Fc1cc(-c2nnc(-c3c(F)cnc(F)c3F)nn2)c(F)c(F)n1,Fc1ccc(F)c(F)n1.Fc1cnc(F)c(F)c1,c1nncnn1,3,17,40.675401787730706
14,Fc1cc(-c2nnc(-c3c(F)cnc(F)c3F)nn2)c(F)c(F)n1,Fc1ccc(F)c(F)n1.Fc1cnc(F)c(F)c1,c1nncnn1,3,17,40.675401797823994
15,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73316410855874
16,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73316459965433
17,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73503017275854
18,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73503017391735
