smiles,sa_score,sc_score
OC(=O)c1cc(c(c(c1)F)c1c(F)cc(c2ccc(C(=O)O)cc2)c(n1)C)F,2.3433893260391816,3.8195970594962776
OC(=O)c1c(c(c(cc1F)/N=C(/c1c(cc(C(=O)O)c(c1)F)F)\c1ccccc1)F)F,2.818946560745255,3.109701111224878
O=C(O)c1c(c(c(cc1F)c1cc(c(c2cc(c(C(=O)O)cc2)F)cn1)NN)F)F,2.773964631028789,4.015131062765182
OC(=O)c1cc(c(c(c1)F)c1cc(c(c2c(F)cc(C(=O)O)cc2F)cc1C)Cl)F,2.555467686584345,3.648256417320509
O=C(O)c1c(cc(c(c1)F)c1cc(c(c2c(F)cc(C(=O)O)cc2)nc1C)Cl)F,2.502102791343709,3.894830508409563
OC(=O)c1cc(c(c(c1)F)c1c(Cl)c(c(c2c(cc(C(=O)O)c(c2)F)F)cc1)F)F,2.593520378892036,3.626372486223679
Cc1c(ccc(c1)C(=O)O)N1CCN(c2cc(c(cc2)C(=O)O)C)C(C1)(C)C,2.4427482329217725,3.9764865511120377
OC(=O)c1cc(c(c(c1)F)N1C(=O)C=C(c2ccc(C(=O)O)cc2)CC1=O)F,2.5832083543792628,3.787977127424004
OC(=O)c1c(c(c(cc1F)C(=O)N(c1ccc(C(=O)O)c(c1F)F)NCC(=O)O)F)F,3.107837036935732,3.178897703261686
OC(=O)c1cc(c(cc1Cl)c1c(cc(c2c(Cl)cc(C(=O)O)cc2)c(n1)C)Cl)Cl,2.4806252765508106,3.615730365439784
OC(=O)c1ccc(c(c1Cl)Cl)C1=CC(=O)N(c2c(Cl)cc(C(=O)O)cc2)C(=O)C1,2.7750921404561364,3.690582121972936
OC(=O)c1c(F)cc(c(c1F)F)c1ccc(c2c(cc(C(=O)O)c(c2)F)F)cc1C#N,2.681362461711757,3.8447582435903342
OC(=O)c1c(F)c(F)c(c(F)c1F)c1c(C)cc(c2ccc(C(=O)O)c(c2F)F)c(n1)Cl,2.997126028110223,3.9770739686219376
O=C(O)c1cc(c(c(c1)Cl)N1CCN(c2c(Cl)cc(C(=O)O)cc2)CC(=O)O1)Cl,2.8655496342768245,3.438543166305549
OC(=O)c1cc(c(c(c1)F)N1C(=O)CC(=CC1=O)c1ccc(C(=O)O)cc1F)F,2.721931785426552,3.6755269969356887
O=C(O)c1c(F)cc(cc1F)C1=CC(=O)N(c2c(cc(C(=O)O)c(c2F)F)F)C(=O)C1,3.066535973771252,3.514727585328265
OC(=O)c1c(F)c(F)c(c(F)c1F)C1=CC(=C(c2ccc(C(=O)O)cc2F)CN1C)Cl,3.1808461051033348,4.222831987075196
OC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)c1c(C)c(=O)n(c2c(cc(C(=O)O)c(c2Cl)Cl)Cl)cc1,3.177776108009927,3.261151318217976
CCc1cc(c(CC)c(c1c1cnc(c2cc(c(c(c2)CC)C(=O)O)CC)c(n1)OC)CC)C(=O)O,3.1393602491807275,3.84285370559329
OC(=O)c1c(cc(cc1F)C1=CC(=O)N(c2ccc(C(=O)O)c(c2F)F)C(=O)C1)F,2.972368455815113,3.809383719741125
OC(=O)c1c(cc(cc1F)c1cc(c(c2cc(c(C(=O)O)cc2)F)cc1)C#N)F,2.4154269468376803,4.062453528365781
