smiles,sa_score,sc_score
OC(=O)c1ccc(c(c1F)F)c1c(C)c(Cl)c(c2c(F)c(c(C(=O)O)cc2)F)n(N)c1=O,3.0292474566816514,3.8839036094080894
OC(=O)c1cc(c(cc1Cl)C1=C(C(=O)O)C=C(c2c(Cl)cc(C(=O)O)cc2)N(C)C1)Cl,2.9946158444735733,4.04387041100658
Cc1cc(ccc1C(=O)O)c1c(Cl)c(Cl)c(c2ccc(C(=O)O)cc2)c(c1C)C,2.329863738089273,3.878601389403031
O=C(O)c1c(cc(c(c1)F)c1cc(c(c2c(cc(C(=O)O)c(c2)F)F)c(c1F)Cl)C#N)F,2.900996312531684,3.81115005410061
OC(=O)c1cc(c(cc1F)n1c(=O)cc(c2cc(c(C(=O)O)cc2)F)c2c1CCC2)F,2.680933024869365,4.163905465926431
OC(=O)c1cc(c(c(c1F)F)C(=O)N(CC(=O)O)C(=O)Nc1c(F)c(c(C(=O)O)cc1)F)F,2.910498648260374,3.3646671769895464
OC(=O)c1c(cc(cc1)C(=O)N(c1c(F)c(c(C(=O)O)cc1)F)Nc1ncccc1)F,2.760989857448552,3.723837627200527
Cc1c(C(=O)O)ccc(c1C)c1cc(c(c2c(C)cc(C(=O)O)cc2)c(c1C)C#N)Cl,2.6596023134263085,3.992568891004781
Cc1c(cc(c(c1)NC(=O)CN(c1ccc(C(=O)O)cc1)C(=O)C(=O)C)C)C(=O)O,2.380516340430498,3.632777532984752
Cc1cc(ccc1C(=O)O)c1ccc(c2ccc(C(=O)O)cc2)c2c1cccc2,1.943298129776384,3.6347376980673136
O=C(O)c1c(F)cc(c(c1F)F)N(Cc1ccc(C(=O)O)c(c1)F)C(=O)c1ccccc1,2.5029776575153004,3.514569110797541
O=C(O)c1c(cc(c(c1)F)N1NC(=O)N(c2c(F)c(c(C(=O)O)cc2)F)C(=O)CC1=O)F,3.0656010184140365,3.8843471200898425
OC(=O)C#C/C(=C(/C#CC(=O)O)\C)/Cc1ccccc1,3.2461322988879413,2.2145833105907435
O=C(O)c1c(F)cc(c(c1F)F)N(C(=O)c1ccc(C(=O)O)c(c1)F)c1c(cccc1)F,2.667365499104344,3.158963824703369
OC(=O)c1ccc(c(c1Cl)Cl)C(=O)N1CCC=CC/C/1=N\c1ccc(C(=O)O)cc1,2.970552253312798,3.722165911248079
OC(=O)c1ccc(cc1)c1cc(c(c2c(F)cc(C(=O)O)cc2)cc1COC)Cl,2.225941652290455,3.927000395780956
Cc1c(C(=O)O)ccc(c1C)N1CN(O)C(=O)N(c2c(cc(cc2C)C(=O)O)C)C(=O)C1,2.992674140585983,4.3383468644436265
Cc1c(C(=O)O)ccc(c1C)/N=C/C(=C(/c1c(cc(cc1C)C(=O)O)C)\CCl)/CC(=O)O,3.2207691632104165,3.7935838250388425
OC(=O)c1ccc(cc1)/N=C/1\CN(C)C(=O)N1C(=O)c1c(F)cc(C(=O)O)cc1,2.722697638171663,3.947750817658632
OC(=O)c1ccc(c(c1Cl)Cl)/N=C(\C(=O)OCC)/NC(=O)c1ccc(C(=O)O)cc1,2.715660357524514,3.055587152656239
OC(=O)c1cc(c(c(c1F)F)c1c(c(Cl)c(c2c(F)c(c(C(=O)O)cc2)F)c(C)c1C)C)F,2.932042297634256,4.069022186740908
OC(=O)c1cc(c(c(c1F)F)C(=O)N(CCl)CCNC(=O)c1c(F)cc(C(=O)O)cc1)F,2.7563935975995566,3.9749659817546674
O=C(O)c1c(cc(cc1)N(C(=O)c1c(F)c(c(C(=O)O)cc1)F)Cc1ccccc1)F,2.328976825774342,3.4354330793296173
OC(=O)c1c(F)cc(c(c1F)F)CN(c1ccc(C(=O)O)c(c1)F)C(=O)c1ccccn1,2.658551132316361,3.965100032737495
Cc1c(c(cc(c1)C(=O)O)C)c1c(c(C)c(c2ccc(cc2C)C(=O)O)c(c1C)Cl)Br,2.6632802514447995,3.724184346303549
N#Cc1c(C(=O)O)cc(c(c1C(=O)O)C#N)c1c([C][N])c(=O)n(c2cc(c(C#N)c(c2C#N)C(=O)O)C(=O)O)c(c1)C,3.798098785292691,4.2890648468575545
OC(=O)c1cc(c(c(c1F)F)NC(=O)/N=C(/c1c(F)cc(C(=O)O)cc1)\NCCCO)F,2.9342549445426265,4.022551202279313
N#Cc1c(C(=O)O)ccc(c1C#N)c1ccc(c2c(C#N)cc(C(=O)O)c(c2C#N)C#N)nc1OC(=O)C,3.3669794321594164,4.300441332222226
CCc1cc(ccc1c1ncc(c2cc(c(cc2CC)C(=O)O)CC)c(n1)C(F)(F)F)C(=O)O,2.8124090188444217,4.290267454458716
Cc1c(ccc(c1)C(=O)O)c1cc(c(c2c(C)cc(C(=O)O)cc2)nc1C(C)C)C,2.4270757421399,4.26775220080204
Cc1cc(cc(c1c1c(c(c(c2cc(c(cc2)C(=O)O)C)cc1Cl)C#N)C)C)C(=O)O,2.571303888959209,4.030321566386473
Cc1c(C(=O)O)ccc(c1C)C(=O)N(/C=N/c1c(cc(cc1C)C(=O)O)C)OC(O)(C)C,3.185455148989345,3.5102209980154706
OC(=O)c1c(F)cc(c(c1F)F)N(Cc1ccccc1)C(=O)c1ccc(C(=O)O)c(c1)F,2.486005774226175,3.3013801087752808
OC(=O)c1c(cc(cc1)/C=C(/c1c(F)c(c(C(=O)O)cc1)F)\N1CCCCCC1=O)F,2.7996369162720818,3.7813840880043696
Cc1c(cc(c(c1)c1c(C)c(c(c2ccc(C(=O)O)cc2)c(c1C)C)C)C)C(=O)O,2.387389225045883,3.794048078092091
Cc1c(ccc(c1)C(=O)O)N1CCN(c2c(C)cc(C(=O)O)cc2)C(=O)CC(=O)N1,2.713883601218491,3.989815835660439
OC(=O)c1c(F)cc(c(c1F)F)c1c(c(Cl)c(c2c(cc(C(=O)O)c(c2)F)F)nc1Cl)[N][O],3.365529639562576,4.233766868655011
OC(=O)c1cc(c(c(c1F)F)c1ncc(c2c(F)c(c(C(=O)O)cc2)F)c(n1)OCCC)F,2.8888168448795373,4.070690291360034
Cc1c(c(ccc1C(=O)O)C(=O)OC1(CCCCC1)Cc1ccc(C(=O)O)cc1)C,2.547390436816041,3.3922702134253844
O=C(O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)N1C(=CN=CC=N1)Nc1c(cc(C(=O)O)cc1Cl)Cl,3.6445756824483766,3.489629243029937
CCCc1cc(ccc1c1c(c(c(c2c(CCC)cc(c(c2)CCC)C(=O)O)cc1)C(C)C)Cl)C(=O)O,2.8422622911543503,4.718196309112079
OC(=O)c1ccc(c(c1Cl)Cl)n1c(cc(c([C][N])c1=O)c1ccc(C(=O)O)cc1)Cl,2.9970603575245143,3.8952434938544966
Cc1c(C(=O)O)ccc(c1C)c1cc(=O)n(c2c(C)cc(C(=O)O)cc2)c(c1C#N)Cl,2.700912230015744,4.347559729610076
OC(=O)c1c(F)cc(c(c1F)F)N1C(=O)C(=O)N(c2c(cc(C(=O)O)c(c2)F)F)C(=O)CC1,2.91675828677743,3.876630535723036
Cc1cc(cc(c1C(=O)O)C)c1c(c(=O)n(c2cc(c(cc2C)C(=O)O)C)cc1OC)O,2.787645181309964,3.519760158158163
O=C(O)c1c(cc(c(c1)F)c1c2c(c(c3ccc(C(=O)O)cc3)cc1)nccn2)F,2.384815241529399,4.167947856278806
Cc1cc(c(C)c(c1c1cc(c(c2c(C)cc(C(=O)O)c(c2C)C)c(c1Cl)C#N)C)C)C(=O)O,2.994137877211262,4.207418932495076
OC(=O)c1cc(c(c(c1F)F)C(=O)NNN(c1cc(ccc1)C(=O)O)CCC(=O)O)F,2.919948374594055,3.973452435468224
O=C(O)c1ccc(cc1)N1CC(=O)N(c2ccc(C(=O)O)cc2F)CCOC1=C,2.595855498444303,3.990341966855076
O=C(O)c1c(cc(c(c1)F)c1c(Cl)c(Cl)c(c2c(F)cc(C(=O)O)cc2)c(Cl)c1Cl)F,2.6453038912196583,3.4000149175391545
CCc1cc(cc(c1c1ccc(c2ccc(C(=O)O)cc2)c2c1cccc2)CC)C(=O)O,2.251197127011322,4.201553178755332
OC(=O)c1c(c(c(cc1F)c1cc(=O)n(c2c(F)cc(C(=O)O)cc2)c(c1Cl)C=O)F)F,2.9555827378710493,4.022739656927747
Cc1cc(cc(c1C(=O)O)C)n1c(=O)c(c(c2c(C)cc(c(c2)C)C(=O)O)c(c1)Cl)[C][N],3.1945201134366608,4.137736919424846
OC(=O)c1ccc(c(c1F)F)c1c(Cl)c(c(c2c(F)c(c(C(=O)O)cc2)F)c(C)c1Cl)C,2.856844709428904,3.898359707007324
O=C(O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)n1c(=O)cc(c2c(cc(C(=O)O)cc2Cl)Cl)c(c1Cl)[C][N],3.4623463473927663,3.972279420706713
OC(=O)c1cc(c(c(c1F)F)N1CC(=O)N(c2c(cc(C(=O)O)c(c2F)F)F)C(=O)CCC1)F,2.988150323192248,3.954088635044299
OC(=O)c1cc(c(cc1Cl)c1c(C#N)cc(c2c(Cl)cc(C(=O)O)cc2)c(c1)C#N)Cl,2.637609747558441,3.833880753660128
O=C(O)c1c(cc(c(c1)F)c1c(cc(c2ccc(C(=O)O)cc2)c(c1)C#N)C#N)F,2.522372719417365,3.840771690601783
OC(=O)c1c(F)cc(cc1F)C(=O)N(c1c(F)cc(C(=O)O)cc1)Cc1ncccc1,2.47258098867027,3.83184818160272
C(Cc1c(cc(cc1)CC)C(=O)O)NC(=O)CCCc1c(cccc1)C(=O)O.C(=O)=NCCO,2.661802860017124,3.926076573308591
CCc1cc(cc(c1C(=O)NC(=O)Cc1ccc(C(=O)O)cc1)CC)C(=O)O.CNCC,2.460708167735304,4.253306601589715
OC(=O)c1cc(c(cc1Cl)c1nc(c(c2c(Cl)cc(C(=O)O)cc2)cc1)CC(=O)O)Cl,2.52274106623976,3.8477693636722887
Cc1c(C(=O)O)ccc(c1C)c1ccc(c2cc(c(c(c2C)C)C(=O)O)C)c(n1)NC(=O)O,2.7899714649785405,3.90519211355569
OC(=O)c1cc(c(cc1F)N(CCC(=O)O)CNC(=O)c1c(cc(C(=O)O)c(c1)F)F)F,2.8170707016719554,3.457994046866869
O=C(O)c1c(cc(cc1)c1cc(c(c2cc(c(C(=O)O)cc2)F)cc1)NC(=O)O)F,2.279077222231624,4.023440419717726
Cc1cc(c(C)c(c1/C(=C/C(=N/c1c(C)cc(C(=O)O)c(c1C)C)/OC(C)C)/C#N)C)C(=O)O,3.367259052665021,3.9485173100540414
N#Cc1c(C(=O)O)ccc(c1C#N)c1c(c2ccc(cc2C#N)C(=O)O)ccc(c1Cl)C(=O)O,2.8690638683427494,4.065578221023052
OC(=O)c1cc(c(c(c1F)F)N(Cc1ccc(C(=O)O)cc1)C(=O)c1cccnc1)F,2.473485061068459,3.5749948343080247
O=C(O)c1cc(c(c(c1)F)N(Cc1ccc(C(=O)O)c(c1)F)C(=O)Nc1ccco1)F,2.7964718483987774,3.938370176476181
OC(=O)c1ccc(c(c1F)F)NC(=O)N(Cc1ccc(C(=O)O)cc1)CCC(=O)C,2.340010784874943,3.7185961847593
O=C(O)c1c(c(c(c(c1)F)C(=O)N/C(=N\NNc1c(F)c(c(C(=O)O)cc1F)F)/CCC)F)F,3.4059810924230165,3.692150771608376
Cc1cc(cc(c1c1c(cc(c2cc(c(cc2)C(=O)O)C)c(n1)C)C1CC1)C)C(=O)O,2.542125681624375,4.213373508857543
CCc1cc(cc(c1c1ccc(c2ccc(C(=O)O)cc2)c2c1nccc2)CC)C(=O)O,2.393894050088246,4.510403479534457
O=C(O)c1c(F)c(F)c(c(F)c1F)/C(=C/c1cc(c(C(=O)O)c(c1)F)F)/C(=O)c1ncccc1,3.0448500695996854,3.4080549466281607
CCc1cc(ccc1c1nc(c(c2ccc(c(c2)CC)C(=O)O)c(n1)C(C)C)C)C(=O)O,2.6095150580458046,4.254219063299251
O=C(O)c1c(cc(c(c1)F)N1NCC(=C)CN(c2ccc(C(=O)O)cc2)CC1=O)F,2.9983460777663336,4.131445985458397
OC(=O)c1ccc(cc1)NC1=NC(=O)CN1C(=O)c1c(Br)cc(C(=O)O)cc1.Cl,2.6825252765508107,4.132584018900911
Cc1c(C(=O)O)ccc(c1C)c1cc(c(c2cc(c(c(c2C)C)C(=O)O)C)cc1C(=O)C)C,2.6933561647615143,3.914565815792405
OC(=O)c1cc(c(c(c1F)F)C1=C(C(=C(c2c(cc(C(=O)O)c(c2F)F)F)NCN1)C#N)Cl)F,3.5724949385768623,4.119842096373569
O=C(O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)N1C(=O)CC(=O)N(c2c(cc(C(=O)O)cc2Cl)Cl)NC1=O,3.326711602362514,3.592449261827444
CCc1c(c(c(c(c1)C(=O)O)CC)CC)c1ncc(c2ccc(C(=O)O)cc2)nc1.C(=O)(O)O,2.7223457585261457,4.161575919038112
CCc1c(cc(c(c1)c1n(c2cc(c(cc2)C(=O)O)CC)c(Cl)c(C(=O)NC)n1)CC)C(=O)O,2.8844857746972643,4.355325662823431
CCCc1c(c(cc(c1)C(=O)O)CCC)NC(=O)CN(c1c(CCC)cc(C(=O)O)cc1)C(=O)OC=C,2.997476304863413,4.592744987432397
OC(=O)c1c(F)cc(cc1F)/C=N/c1c(F)cc(C(=O)O)cc1.c1ccc(c2c1N2)Cl,2.782172843873891,3.710912220538716
OC(=O)c1ccc(cc1)c1c(C)c(c(c2c(F)cc(C(=O)O)cc2)cc1)COC,2.226955883059688,4.075806402337285
O=C(O)c1c(cc(cc1)CN(c1ccc(C(=O)O)cc1F)C(=O)N(CO)C(=O)C)F,2.7383546096612683,3.808754986817125
CCCc1cc(ccc1c1c(cc(c2ccc(C(=O)O)cc2)c(c1)C#N)C#N)C(=O)O,2.4726414495773543,4.228129163948557
OC(=O)c1cc(c(c(c1F)F)c1nc(c(c2c(cc(C(=O)O)c(c2F)F)F)c(c1C#N)Cl)C)F,3.1865916369346845,4.091607721599782
O=C(O)C#C/C(=C(/C#CC(=O)O)\C)/C1=CC=NCC=C1,4.418438312873955,2.703308705564612
Cc1cc(ccc1C(=O)O)c1cc(c(c2ccc(C(=O)O)cc2)cc1)NC(=O)C,2.026177998444302,3.939301929147538
Cc1cc(cc(c1C(=O)O)C)N1C(=O)C(=O)N(c2c(C)cc(c(c2)C)C(=O)O)C(C1)(C)C,2.909451852286045,3.928091499682952
OC(=O)c1cc(c(c(c1)F)C1=C(C)C(=O)N(c2ccc(C(=O)O)cc2F)NC(=O)N1)F,3.002152823157541,4.110686068147747
O=C(O)c1c(cc(cc1)c1nc(c(c2cc(c(C(=O)O)cc2)F)cc1)CCOC)F,2.427624542469424,4.203648280211029
OC(=O)C#C/C(=C(/C#CC(=O)O)\Cc1ccccc1)/C,3.2461322988879413,2.2145833105907435
O=C(O)c1c(cc(c(c1)F)c1c(Cl)cc(c2c(F)cc(C(=O)O)cc2)n(c1=O)CC)F,2.6948032402103674,4.07291862036254
Cc1c(C(=O)O)ccc(c1C)c1c2C(=O)N=Cc2c(c2c(C)cc(C(=O)O)cc2)cc1,2.757389857448553,4.165104357218959
OC(=O)C#C/C(=C/Oc1ncccc1)/CC#CC(=O)O,3.709507278907921,2.345360858460128
CCCc1cc(ccc1c1c(cc(c2c(CCC)cc(c(c2)CCC)C(=O)O)c(c1)C(=O)C)C)C(=O)O,2.73699039473394,4.662776488650993
OC(=O)c1cc(c(cc1F)N(C(=O)CO)CCN(c1cc(c(C(=O)O)cc1)F)NC)F,3.0729300242696818,4.292791742869579
OC(=O)c1cc(c(c(c1F)F)N1NCN(CC1=O)N(c1c(F)c(c(C(=O)O)cc1)F)CO)F,3.664648737705813,4.036644536752657
Cc1c(C(=O)O)ccc(c1C)c1cc(c(c2cc(c(c(c2C)C)C(=O)O)C)c(n1)C(=O)N)Br,2.9087179684750417,4.334478889728484
O=C(O)C#C/C(=N/Nc1ccccc1)/CC#CC(=O)O,3.3173718393474827,2.3636922222103385
Cc1cc(ccc1C(=O)O)c1cc(c(c2ccc(C(=O)O)cc2)nc1CC)C#N,2.37996453690584,4.215846923213762
OC(=O)c1cc(c(c(c1)F)c1c(C)c(=O)n(c2ccc(C(=O)O)cc2F)c(C)c1Cl)F,2.740675185778757,4.029835155817296
OC(=O)c1ccc(c(c1)Cl)c1ccc(c2ccc(C(=O)O)cc2Cl)c(c1C#N)C#N,2.471712681893914,3.65656793364869
OC(=O)c1cc(c(cc1F)c1c(c(C)c(c2ccc(C(=O)O)c(c2F)F)c(C)c1C)Cl)F,2.8105639401981346,4.068128755141764
OC(=O)c1c(c(c(cc1F)N1CC(=O)N(c2c(F)cc(C(=O)O)cc2)C(=O)COC1)F)F,2.934824890875364,4.070987004124161
OC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)N1C(=O)CN(c2ccc(C(=O)O)cc2)C(=O)NC1=O,2.943210792169692,3.968758235504665
OC(=O)c1cc(c(cc1)C1=C(C(=O)N(c2ccc(C(=O)O)cc2F)C(=O)NN1)Cl)F,2.683178306242464,3.908911554696211
OC(=O)c1ccc(cc1)c1ccc(c2c(Br)cc(C(=O)O)cc2)c(c1Cl)CC=O,2.481183383059685,4.093219436170084
OC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)c1nc(c(c2ccc(C(=O)O)cc2)cc1Cl)C(C)C,2.8230164030294205,3.955283361814749
O=C(O)c1c(cc(cc1)C(=O)N(c1c(F)c(c(C(=O)O)cc1)F)c1ccccc1Cl)F,2.532113593712287,3.409830246793326
Cc1cc(ccc1c1cc(c(c2cc(c(cc2C)C(=O)O)C)nc1C(=O)O)Cl)C(=O)O,2.52204828191565,4.127688882231681
OC(=O)C#C/C(=N/Nc1ccccc1)/CC#CC(=O)O,3.3173718393474827,2.3636922222103385
O=C(O)c1c(cc(c(c1)F)c1c(cc(c2ccc(C(=O)O)cc2)c(c1Cl)CC)Cl)F,2.535176596840756,3.990901555364702
OC(=O)c1cc(c(cc1)c1c(Cl)c(c(c2ccc(C(=O)O)cc2F)c(c1Cl)C)Cl)F,2.542801917353577,3.6008906231152613
OC(=O)c1cc(c(c(c1)F)c1c(c(c(c2ccc(C(=O)O)cc2F)c(c1)Br)N)C#N)F,2.756106669311388,4.060950018130223
OC(=O)C#CC/C(=N\Oc1ncccc1)/C#CC(=O)O,3.716685026160669,2.447861156157834
OC(=O)c1c(F)cc(cc1F)C(=O)N(c1c(F)cc(C(=O)O)cc1)C(=O)C1CC(=C)C1,2.905535598536732,3.7830773900280894
Cc1c(C(=O)O)ccc(c1C)c1c(c(F)c(c2c(C)cc(C(=O)O)cc2)c(C)c1C)Cl,2.695421902476694,4.251653293746971
OC(=O)c1c(F)cc(cc1F)C(=O)N(c1c(F)cc(C(=O)O)cc1)Cc1cnccc1,2.466115649303754,3.910020805470857
OC(=O)c1ccc(cc1)c1c(c(c(c2c(F)cc(C(=O)O)cc2)cc1)CC#N)Cl,2.3875453061366105,4.037793046815764
Cc1c(c(cc(c1)C(=O)O)C)c1c(C(=O)C)c(c(c2ccc(cc2C)C(=O)O)cc1)C,2.413489431127884,3.828613331788001
OC(=O)c1c(c(c(cc1F)c1ccc(c2c(F)cc(C(=O)O)cc2)c(n1)C(F)(F)F)F)F,2.736458393979646,3.840847268882547
O=C(O)c1c(F)c(F)c(c(F)c1F)/C(=N\Nc1ccccc1)/Nc1cc(c(C(=O)O)c(c1)F)F,2.884592630884555,3.711812379867063
OC(=O)c1c(F)cc(c(c1F)F)c1c(c(c(c2c(cc(C(=O)O)c(c2)F)F)nc1)N(=O)=O)Cl,3.0328240692707986,3.955822671488444
