uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.50933294065306
1,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.50933294703629
2,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.509336418067825
3,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.509336435895726
4,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.589270145758974
5,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.5892737283823
6,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.589273730116965
7,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.591394939513805
8,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.591398756252644
9,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.67133195535773
10,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.67133197962234
11,O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,c1nncnn1,7,18,47.67133809041634
12,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73316410855874
13,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73316459965433
14,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73503017275854
15,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73503017391735
16,O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1c(F)cccc1F,c1nncnn1,7,18,48.73503078727458
17,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,2.171455953222873
18,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,2.172083377670881
19,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,2.5805747408233586
20,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,2.5865645920530467
21,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,3.460727125540846
22,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,3.4609246937273523
23,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,3.4765290249827574
24,O=C([O-])C#CC(O)=C(O)C#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],OC=CO,4,9,3.476764532034265
25,O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1F,c1nncnn1,7,17,47.40109319027064
26,O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1F,c1nncnn1,7,17,47.40109330725173
27,O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1F,c1nncnn1,7,17,47.401355471122955
28,O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1F,c1nncnn1,7,17,47.481016123386745
29,O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1F,c1nncnn1,7,17,47.48383438533029
30,O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1F,c1nncnn1,7,17,47.563233352369586
31,O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1F,O=C([O-])c1cc(F)ccc1F.O=C([O-])c1cccc(F)c1F,c1nncnn1,7,17,47.563495011265175
32,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.4206157315572
33,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.420615741016185
34,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.42061574358286
35,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.42062294499823
36,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.420622959071686
37,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.42062320000041
38,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.48707318084723
39,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.487073196355915
40,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.487073225118436
41,Cc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1C,Cc1cccc(C(=O)[O-])c1C.O=C([O-])c1ccccc1,c1nncnn1,8,17,60.48707324276529
42,CC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CC,4,9,2.2581540421262867
