uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,66.51474036204306
1,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,66.57895022054173
2,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,66.58182375966732
3,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,67.13986994703464
4,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,67.15431453913283
5,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,67.22650082086231
6,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,67.25595614025237
7,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,67.33765981504168
8,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,67.55197556576698
9,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,67.65121468836787
10,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,68.00052550246075
11,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,68.01505147878889
12,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,68.14705022145445
13,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,68.43173825979142
14,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,68.6531141438693
15,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,69.0598827352622
16,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,69.19548388567816
17,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,69.47866790669615
18,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,70.6787164253017
19,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2cc(CCC)c(C(=O)[O-])c(CCC)c2)nn1,CCCc1cccc(C(=O)[O-])c1.CCCc1cccc(CCC)c1C(=O)[O-],c1nncnn1,11,17,70.69823140850134
20,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.84804611758958
21,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.84804613531118
22,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.84804621912879
23,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.93052546418236
24,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.93052623036997
25,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.93052624970323
26,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3F)nn2)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,c1nncnn1,6,17,44.93052626233211
27,O=C([O-])c1ccc(C=C(F)c2ccc(C(=O)[O-])c(F)c2)cc1,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1F,C=CF,6,16,40.604322382670844
28,O=C([O-])c1ccc(C=C(F)c2ccc(C(=O)[O-])c(F)c2)cc1,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1F,C=CF,6,16,40.60432245899998
29,O=C([O-])c1ccc(C=C(F)c2ccc(C(=O)[O-])c(F)c2)cc1,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1F,C=CF,6,16,40.60548539530294
30,O=C([O-])c1ccc(C=C(F)c2ccc(C(=O)[O-])c(F)c2)cc1,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1F,C=CF,6,16,40.605509278645776
