uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.09256419274248
1,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.092593611166684
2,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.092593612052184
3,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.09372052610254
4,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.09374954429666
5,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.17237932647968
6,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.17237932923595
7,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.17363620031364
8,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.173665267129095
9,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,43.56366631974959
10,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,45.6648190567622
11,O=C([O-])c1ccc(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cccc1F.O=C([O-])c1ccccc1F,C=CF,7,17,45.71566853299227
12,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,74.77197839656219
13,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,75.31080301410368
14,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,77.83608942558696
15,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,78.00024780147014
16,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,78.56041430899758
17,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,78.81566691036863
18,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,78.88029362129733
19,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,78.97712577011355
20,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,80.21468756208492
21,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,80.26251959287973
22,CCC(=Cc1ccc(C(=O)[O-])c(CC)c1CC)c1cc(CC)c(C(=O)[O-])c(CC)c1,CCc1cccc(C(=O)[O-])c1CC.CCc1cccc(CC)c1C(=O)[O-],C=CCC,9,17,80.3595401093337
