uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.121526702560715
1,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.12152670753793
2,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.12154923059561
3,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.12155336872257
4,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.5842475757307
5,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.584247584464734
6,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.5842498784331
7,O=C([O-])c1cc(F)c(C(F)=Cc2cc(F)c(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1c(F)cccc1F.O=C([O-])c1cc(F)cc(F)c1,C=CF,7,18,44.584303242741875
8,O=C([O-])c1ccc(-c2c(Cl)cc(-c3c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2Cl)cc1,O=C([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl.O=C([O-])c1ccccc1,Clc1ccc(Cl)c(Cl)c1,8,19,70.87423077356829
9,O=C([O-])c1ccc(-c2c(Cl)cc(-c3c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2Cl)cc1,O=C([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl.O=C([O-])c1ccccc1,Clc1ccc(Cl)c(Cl)c1,8,19,70.87423720330013
